Series Name,Country Name,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Electricity production from oil sources (% of total),"Hong Kong SAR, China",2.10252443569369,1.26446709276214,1.14905942642518,0.976337378805343,0.488334237655996,0.477923038973853,0.504167395232267,0.56605367653271,0.638263492405472,0.392707601882916,0.378071833648393,0.28753337440953,0.36058324998684,0.351130847877724,0.278740198504702,0.294057481845147,2.13417773658737,0.403493538995863,0.578816808238743,0.491717065474625
Electricity production from oil sources (% of total),Hungary,12.8583642063266,16.5579003870384,16.0338800752891,14.0330936773102,12.5145633826831,11.5117396677193,5.9103354813729,4.76204422316591,2.29322416043669,1.27251370399374,1.45291279734516,1.33883883883884,0.886945658963148,1.76283836470981,1.31117711594552,0.399789000249868,0.534141764111448,0.257476728064963,0.258573761567774,0.253773647089842
Electricity production from oil sources (% of total),IBRD only,9.5798679721456,9.46510787539933,9.71286154702854,8.92016553496134,8.49856896981123,7.82646219836001,7.4231619612129,6.72804885050183,6.51743894677347,5.60761327554228,4.97427749598989,4.54417548445665,4.43915070713433,4.0962509418806,3.78819529073914,4.00001042489366,3.94791155939927,3.70327792175611,3.38260600336321,2.97319100813534
Electricity production from oil sources (% of total),IDA & IBRD total,10.0414622942803,9.94494796955273,10.1745750152648,9.47179510897855,9.06039156756046,8.37385842168372,7.92273415387864,7.04210825175356,6.87439150600112,6.09272637405185,5.59449932781287,5.22769374607477,5.15282534159194,4.79848825034502,4.32604044178917,4.50327089274751,4.43709695923425,4.17490600692317,3.83174638706081,3.45292437661094
Electricity production from oil sources (% of total),IDA blend,21.5899457663742,20.7333030834895,20.0840452853474,22.0765973470236,22.5996688056732,20.5608492823473,17.80717937889,10.2874777376856,10.2132648232422,12.4664168333538,16.806024412693,18.3162910620782,19.6722191907032,21.6231287715781,18.5198621964759,18.3639350325708,18.1816243995543,19.9316578001974,18.6491078921243,18.6139050011845
Electricity production from oil sources (% of total),IDA only,14.4142709750978,15.9916587195203,16.4925010838601,15.9693173516966,15.4201324432706,15.1557378986346,15.2223789901469,15.111972141618,16.1983555249464,17.0692823593333,17.4954185829477,19.2675732619108,20.1809203711494,17.5431510524016,13.7495163680402,13.819538163694,13.8542426243803,11.7727509386716,11.2546455937639,11.8222236941972
Electricity production from oil sources (% of total),IDA total,17.8677200913416,18.1881380046547,18.0903927413763,18.7871633105975,18.7168151724568,17.6135051787063,16.3458547722058,12.6696289653055,13.2355379892581,14.816726760003,17.101061032231,18.8096739836193,19.9619590370377,19.3191465184257,15.8073877121546,15.7711980237021,15.7113320512768,15.2862510882971,14.4384140764985,14.7655267759576
Electricity production from oil sources (% of total),Indonesia,16.1833323489457,21.6302410655661,18.4089802403957,17.7489379037421,19.6538976694348,19.3839255733107,23.3429128510308,24.9526439711792,29.936835798041,30.815736028668,29.0677227365637,26.4641121061407,28.6909178575734,22.5381759730568,20.1172277694324,22.9956874226489,14.9572564115383,12.3840385149523,11.4764169987186,8.39801012035011
Electricity production from oil sources (% of total),"Iran, Islamic Rep.",31.651754762455,28.2176648084693,19.0829660558262,20.7694083386604,20.8949567022881,21.266871000699,18.5620294088453,14.5036977345689,16.1965755640494,15.7663626970936,19.8767918124163,19.8768542939221,19.374446464364,20.4174007318065,19.7614172450946,27.7623181643977,27.2727272727273,32.5285595616422,21.6646213343335,14.4256021209195
Electricity production from oil sources (% of total),Iraq,77.6105988482407,78.984145818913,79.9709161415415,78.9405316351424,79.3228840125392,81.8238194164522,85.2316687830375,88.0134086097389,92.5901842390463,28.4210526315789,14.5995328622535,16.8787796732557,14.0750379527218,8.3282690834148,34.6446389138791,37.7993803684396,43.3091399017776,40.7278080175276,35.5728367371031,25.7319868837236
Electricity production from oil sources (% of total),Ireland,14.2019027484144,17.5986591497791,23.225404732254,28.3436710314726,19.5919401850209,21.1229295225723,15.0102644608139,9.87088210450103,12.7344834423954,13.0336377116991,10.4513940109161,6.89122706216109,5.71419018322857,3.2834966735818,2.14011925042589,0.861434251214843,0.869533178585903,0.73900293255132,1.00356478611283,1.44845012278017
Electricity production from oil sources (% of total),Israel,30.57084012173,28.7236467236467,29.8037149255698,32.5997704959837,31.0939734183446,24.7457395736161,22.4461538461538,22.8694117897154,13.2997736838766,13.6907946175055,11.1021005577752,10.7766954193932,10.5084032139223,4.04850203606748,3.66097182161083,7.30407681093852,20.9402726854277,3.66100257656306,0.491671188726095,0.652383769812848
Electricity production from oil sources (% of total),Jamaica,94.1205697250745,94.0687450039968,95.0771604938272,95.1732486003934,95.1559188616409,96.5444711538462,97.7502163253533,97.4811083123426,96.716087016766,96.3082727027755,96.05245550649,95.0300200133422,93.8606847697757,92.6330150068213,92.3148148148148,91.2734768666972,89.075841285786,90.1577761081893,90.2036857419981,89.7379912663755
Electricity production from oil sources (% of total),Jordan,87.5866622647739,87.3722860791826,89.5774647887324,89.3941533681683,89.3694915254237,89.137634123725,90.8878504672897,90.0425318989242,49.1803278688525,44.4478972446654,29.2625899280576,17.0217675563418,15.7103627691863,8.52718609865471,28.3345740001353,72.5267972963747,81.001446131598,74.4945837919249,92.5246981339188,50.5890396549911
Electricity production from oil sources (% of total),Kazakhstan,7.24448660184966,7.29230769230769,7.29880964492827,6.37289991157522,5.14963759644611,4.19121656084563,5.23293682081519,4.02874769047694,1.74322204794981,3.6258051203443,3.52652218206177,3.39434449985639,3.3114643893087,1.11421674501334,0.750187546886722,0.627122167555956,0.791880797698697,0.583008361950216,0.974606921231964,1.16372994702634
Electricity production from oil sources (% of total),Kenya,9.49707602339181,16.5664662658651,18.0164573408402,33.6193271618876,53.0204692960559,33.4071776694728,21.9832221983222,16.3858804653028,25.0139690817657,28.3376399655469,29.6591271105448,28.3994443586973,36.8693009118541,44.7084870848708,30.9304841763592,33.1270148291425,25.2234602669279,30.7120324470482,18.5137178656297,12.4857527717335
Electricity production from oil sources (% of total),"Korea, Dem. People’s Rep.",4.84507042253521,5.34715025906736,6.07058823529412,5.54838709677419,4.10824742268041,5.00990099009901,5.12742718446602,4.70044766168206,4.53283575296955,3.64437849162011,2.84822821484288,3.54039864331181,3.36996336996337,2.82103469494012,2.63109305760709,3.20399459065848,2.86961946350593,3.12022692559459,3.27768161259702,5.9183227778991
Electricity production from oil sources (% of total),Kuwait,37.5426889106968,41.0005987127675,58.167689434365,67.6684823916899,67.0606069981128,69.2906498731741,78.0100104504703,75.380634138988,72.3022105875509,74.907394704349,68.5907534606255,68.1045269009087,64.3297455023285,71.1609290438966,65.3702502235705,61.9820039333763,63.7778309791717,60.8737004361943,66.251151366288,63.5810830707618
Electricity production from oil sources (% of total),Kyrgyz Republic,0,0,0,0,0,0,0,0,0,0.987173460479484,0.874474970736074,0.768712070128119,0.916108236491645,3.60913110168727,1.71074380165289,1.52394775036284,1.18670886075949,0.720862179715937,0.576447982432061,0.291634689178818
Electricity production from oil sources (% of total),Late-demographic dividend,7.28001254403483,6.85207184478568,7.22092632133285,6.70612753047431,5.64035867416733,5.11843022771127,4.94998736727302,4.46889677747065,4.35844080977265,3.76571576052985,3.25996687616025,2.81372484057038,2.53953150713153,2.26206571452885,1.96026813458158,2.06136717206482,2.01811959393725,1.62493488100962,1.72671267919534,1.56746099079847
Electricity production from oil sources (% of total),Latin America & Caribbean,14.8107196552956,15.6627104667464,17.0577328664987,16.8202968400498,16.3539359864466,16.3915402816089,14.3173058405066,13.094914815011,12.5521800629854,12.356099697044,11.5304992245144,11.9060594146339,12.1475347621088,11.3981560865509,10.7542044766727,10.7105731766644,11.2522220831933,10.8921904269139,10.1002738817418,9.9012801898977
Electricity production from oil sources (% of total),Latin America & Caribbean (excluding high income),15.4827985880898,16.4571699872253,17.9977208240656,17.4955724833314,17.3276772351973,17.4337187683722,15.2366925948548,13.7925115232632,13.0861501306913,12.8536294610005,11.9008287237133,11.386646835895,11.4205645029736,10.9553957876753,10.7015169400781,10.7484065548003,11.3657594867344,11.1521008395335,10.38969737271,10.3336174274633
Electricity production from oil sources (% of total),Latin America & the Caribbean (IDA & IBRD countries),14.1716164424276,14.916477403638,16.4686796360111,16.3552539954096,16.0369256792327,16.0652122209916,14.284297797386,13.106832999755,12.5537554391671,12.265667571311,11.2828850384695,11.7227126530797,11.942506807718,11.2446473764071,10.5926865307554,10.4969014937193,11.047160831044,10.6273711838715,9.84360983127824,9.61907826249542
Electricity production from oil sources (% of total),Latvia,20.6014075495841,4.4607190412783,5.26134207348629,8.71046228710462,2.58704061895551,2.2196261682243,3.49685534591195,2.06289308176101,1.27959053103007,0.122299225438239,0.102228583111838,0.356319429888912,0.0379218809252939,0.0718261806428443,0.0301795684321714,0.0164095831965868,0.016215339711367,0.0322113061684651,0,0.0180733779143322
Electricity production from oil sources (% of total),Least developed countries: UN classification,12.7959804125865,15.4194342183,12.8647606670718,13.7898453373105,13.231445086643,12.9488101278173,12.1370501585026,12.9908287897442,12.9381398691923,12.7889493422273,13.1617517382211,13.7810109681362,14.1237513547447,13.0046324741818,9.76340457477032,11.1126991388384,12.8954822855407,12.9265988796008,12.8566711785901,12.8648881617023
Electricity production from oil sources (% of total),Lebanon,88.5427135678392,89.4186729301233,92.2759027846108,96.6790037011103,95.359173126615,96.6967562741792,94.1712517193948,89.1679249781451,90.9297052154195,91.5228138422887,93.9759036144578,95.1391773992522,97.1978063255954,94.0817660300632,88.3783095723014,95.0809654750993,93.2078780520707,92.7431806484817,98.9249108734403,97.3961730811046
Electricity production from oil sources (% of total),Libya,76.0052953830879,77.8129952456418,79.3021880544057,77.0944679669605,78.0588538977801,77.9529513996648,78.8717129656038,79.6441957451301,80.7337639923073,72.0536344389555,60.4063989658237,55.9998475261112,59.0106746668527,60.8007111579363,52.8717980219915,40.1900073079734,39.5244347191831,41.6163321288212,46.2987993957223,46.2996844589399
Electricity production from oil sources (% of total),Lithuania,7.90591712332984,10.272449263275,16.0438407275695,13.0949652379861,5.57503821598777,4.53279487536555,2.71192321036198,1.57212661992777,1.23720136518771,1.28338536246965,1.68088101349673,2.10096510764662,4.21700307646132,5.01946322474903,12.9555466559872,4.92227979274611,5.29918304261426,4.88846701471286,4.31499460625674,6.45843118835134
Electricity production from oil sources (% of total),Low & middle income,10.4200708617291,10.31584040169,10.5775644204773,9.76162536785506,9.40265984762016,8.63580234848874,8.13638910687572,7.16738040153277,7.00794646784114,6.2055326324517,5.70162593695912,5.18678597482979,5.09100358333715,4.75090552801085,4.33990185517559,4.54037544123028,4.47618489216538,4.2398941747277,3.89814002931016,3.52587956598408
Electricity production from oil sources (% of total),Low income,15.241706743578,16.9047817204587,16.6201023416628,16.29349808725,15.7554301933793,15.0264457240756,15.200878316879,14.8513029889062,15.9488842356152,17.0416192354583,17.800972999135,20.320928168569,21.8686893344281,18.8075617630804,14.2238672737168,13.8373269336104,13.5786454399949,10.5047717456969,8.94411806327592,9.17893213067718
Electricity production from oil sources (% of total),Lower middle income,10.0197447372202,10.0802941825072,10.152303460735,9.0771384376347,9.96932244929855,8.61001689357086,8.1980850661749,6.820567200125,6.52537357663608,6.43527050525691,6.54113331360875,6.66791503747374,6.87361046718708,6.92366861154745,6.23230351632799,5.67107252323149,5.90182283009175,5.9972117797097,5.8882572057034,5.88444067754674
Electricity production from oil sources (% of total),Luxembourg,3.86363636363636,3.20197044334975,0,0,0,0,0,0.0358551452133381,0.0295683027794205,0.029868578255675,0.028336639274582,0.0312402374258044,0.0366837857666911,0.0317258883248731,0.0309597523219814,0.0377358490566038,0.0362713093942691,0,0,0
Electricity production from oil sources (% of total),Malaysia,19.6923136766765,17.682221032082,16.168404407768,7.49313997516594,5.19818063677713,6.16453773000957,10.2627644816765,3.78238540060406,3.03218122599776,2.66471520327072,3.48992541467216,2.29705894417326,1.76378564636353,3.03440428264786,2.94103505200904,7.30999806613808,4.47533505480686,3.85910891375372,2.36659908184093,1.15838345889704
Electricity production from oil sources (% of total),Malta,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9526963103122,99.5410738871042,98.8666085440279,98.4451354953354,96.6592427616927,92.3254029163469
Electricity production from oil sources (% of total),Mauritius,73.2128829536528,73.409578270193,66.3198959687906,67.3186119873817,49.9437570303712,46.9387755102041,46.4615384615385,48.8472622478386,50.9468822170901,48.1514084507042,43.7872340425532,37.2819472616633,32.6163472819711,36.9809856422196,37.0026031982149,39.2164042475284,38.1837683232034,37.3614958448754,36.8062648961525,37.8378378378378
Electricity production from oil sources (% of total),Middle East & North Africa,31.3509898675477,31.5838439052595,31.4805823013814,31.7265437424617,31.804890969653,29.5482543469171,29.6940379882872,28.346088266109,27.3444713272608,24.313525873399,24.2584097616613,24.5521025525122,24.5852562250344,22.5300026422677,21.4868510469474,23.3322762832185,24.7805142715122,24.0705503237548,22.0563747614287,18.5512896894251
Electricity production from oil sources (% of total),Middle East & North Africa (excluding high income),38.7675038049758,38.4716483520839,36.5555051679262,34.2075440885038,35.5321446461206,31.7914745249714,31.8450422131079,27.9447797417773,28.3044114514739,23.3732270961689,23.3957661552897,23.4278101271597,24.2227143870745,23.2828161358477,23.3703000839729,25.9259073252458,26.6373722915421,28.7440078066048,24.9355077701963,20.3869729208324
Electricity production from oil sources (% of total),Middle East & North Africa (IDA & IBRD countries),39.0292933043888,38.7314399965073,36.8023574658416,34.4385410566895,35.7720863871925,32.0061562399294,32.0600856603646,28.1334854664639,28.49554569995,23.5310620048067,23.5537532658601,23.5860136245112,24.3862857200578,23.4400405166536,23.5281152270601,26.1009799926697,26.8172493450909,28.9381105647465,25.103892459848,20.5246422291877
Electricity production from oil sources (% of total),Middle income,10.306282816629,10.1771827853215,10.4393372346335,9.60351442973127,9.24902265773634,8.47693428618631,7.96649802685841,6.99432251892825,6.81163419073096,5.9685928913843,5.44840090460661,4.8846510719716,4.76254509860754,4.47561623600112,4.15354663507274,4.38805805735916,4.34098965481047,4.16072508284863,3.83854147661866,3.46325634944406
Electricity production from oil sources (% of total),Moldova,5.22448979591837,3.30181367229887,3.42635658914729,1.88585607940447,0.570816981805209,0.550826239359039,0.37976868634559,0.284709428906381,0.205973223480947,0.166944908180301,0.196979645436638,0.0846596681341009,0.215875124543341,0.774443368828654,0.474398822182235,0.345661942620118,0.275766976904516,0.356268091739034,0.261633339562699,0.147758988671811
Electricity production from oil sources (% of total),Mongolia,4.5141545524101,4.50788880540947,4.33644859813084,3.69458128078818,2.98710115410726,3.24825986078886,2.82776349614396,3.15487571701721,3.39085679685135,3.04182509505703,3.21670428893905,4.05295865982167,3.99900024993752,3.76330774944293,4.15024345003478,5.20282186948854,5.25332225913621,5.35856573705179,4.50148809523809,4.17195719209142
Electricity production from oil sources (% of total),Morocco,37.0234487159036,37.5708085043773,28.6782850092535,40.0310197751066,25.6394309259115,15.4858434135318,17.5516901870692,19.1096634093377,18.3733408641627,17.4753758424054,16.4569069673782,17.2035985324421,23.3657587548638,20.1891700165524,24.1466711726935,26.3056866352075,25.3118712273642,20.9565719232434,13.1044319209629,7.17391304347826
Electricity production from oil sources (% of total),Mozambique,5.46218487394958,2.58706467661692,0.364219114219114,0.285343709468223,0.433168316831683,0.353386621792175,0.26746381371932,0.311726414229394,0.332934949632918,0.105382009785472,0.0814276989889394,0.0186613585469022,0.00661069610629999,0.00589518363497023,0.00600024000960038,0,0,0,0,0.7633204439311
Electricity production from oil sources (% of total),Myanmar,4.28390367553866,5.73678290213723,6.47499395989369,15.5852554429834,13.5013677217663,11.3457027084666,0.572217837411208,0.571428571428571,0.588340167587805,0.565159574468085,0.45425048669695,0.531333020784498,0.604047115675023,0.430786904078116,0.43749171417208,0.3850830968788,0.475214312336936,0.498081162733731,0.459136822773186,0.344395742016281
Electricity production from oil sources (% of total),Namibia,2.01567749160134,2.64797507788162,1.17762512266928,2.39867659222498,0,0,0.0699790062981106,0.0703729767769177,0.145032632342277,0.0602409638554217,0.62266500622665,0.190355329949239,0.636132315521628,0.201342281879195,0.229885057471264,0.41958041958042,1.27814972611077,1.35236664162284,0.867823765020027,1.7578125
Electricity production from oil sources (% of total),Nepal,3.27600327600328,9.15312232677502,9.52,4.53315290933694,1.62748643761302,0.96411355115158,0.188412623645784,0.176444640494045,0.578990901571547,0.631662060797473,0.473071324599709,0.322349570200573,0.320056899004267,0.417335473515249,0.0935162094763092,0.0572737686139748,0.53490990990991,0.284333238555587,0.0263365815117198,0
Electricity production from oil sources (% of total),Netherlands,3.30590122098264,3.26271627197393,3.30681007517972,3.20687269372694,2.94652519775524,2.82502162006342,2.46194559339869,2.57493441302237,2.40184164246053,2.26378839283034,2.1197373346959,2.11001759140398,1.92000148765248,1.30793114670466,1.05055755848076,1.23373375569264,1.0251892582625,1.1824722811984,1.84300605310488,1.30008176614881
Electricity production from oil sources (% of total),New Zealand,0.0438680667891317,0,0.00265872593853026,0,0,0,0,0.0490472570321505,0.0560538116591928,0.00930925339787749,0.0527498738589973,0.00228555756176719,0.301019361017993,0.0207120336915748,0.00445394619632995,0.00449609963356788,0.00677751671787457,0.00693353055375797,0.00689575910814849,0.00226218753534668
Electricity production from oil sources (% of total),Nicaragua,56.4977420973407,58.239608801956,72.1535745807591,72.6223453370268,78.6048490004253,80.1984126984127,75.4198473282443,72.9437229437229,72.2792607802875,65.3883972468043,69.9425654116146,71.0099750623441,64.474858673014,69.0993339125398,62.9953539218366,66.0041841004184,57.1818407343091,47.6956313010082,46.1313540260909,49.9454029264031
Electricity production from oil sources (% of total),Nigeria,20.3964784830388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from oil sources (% of total),North America,2.45932482820072,2.7710357454506,3.69687668669382,3.31940293847648,2.79623452259991,3.30550099044741,2.59273273010743,3.41348013720628,3.41684536823614,3.20756979330454,1.83995810434308,1.82908437572344,1.36690929890767,1.2772387503841,1.12705523221665,0.928964110084272,0.814680563304553,0.900636195958454,0.965601408894329,0.945384900784753
Electricity production from oil sources (% of total),North Macedonia,1.00888420418612,1.03965542848656,0.822928490351873,0.495410170479382,6.32799882542945,2.62496070418108,3.5133803973075,0.326506381715643,0.359982000899955,0.201670988187842,3.53982300884956,7.37149892274546,2.88385358897164,3.67603983596954,0.840220385674931,1.00606598609262,1.40530182050463,1.8706924844109,2.77260885746185,2.46191994332271
Electricity production from oil sources (% of total),Norway,0,0.00724021213821565,0.00601214453195455,0.00817748411523711,0.00631530197668952,0.00741796961929331,0.0168918918918919,0.0290618642717191,0.0254298091856104,0.0167583518525265,0.0239230502714029,0.0257141177853532,0.0233716013796327,0.0229044350621092,0.025154578944806,0.0237398116641608,0.0238673249502196,0.027728648940316,0.0205344624927421,0.020149803365712
Electricity production from oil sources (% of total),OECD members,6.83057065871686,6.79305768482459,6.93281105574097,6.5109269841727,6.05054310626785,5.99935044781528,5.67749122836322,5.89153636869384,5.33634039988184,5.1054068627548,4.03051373480073,4.01566370248705,3.52889658652513,3.05010080425454,2.69153156244271,2.82794953647498,3.14051614515747,2.67983343404957,2.31523205756212,2.16684660297269
Electricity production from oil sources (% of total),Oman,17.4507497794766,16.4662476086362,16.5975609756098,16.688458338286,17.1660630007683,17.664578412242,18.0040654341303,18.0044801194699,18.001565353509,2.09271104793493,1.99063231850117,2.1167283189478,2.17459031715372,2.14692328544321,2.24532014733337,2.34525006857456,2.41835551824759,2.61051829268293,2.59887393573194,2.63447096892362
Electricity production from oil sources (% of total),Other small states,11.1793744510403,11.4092240659994,11.3992282832351,11.6660886020612,10.9185684175777,10.7051140434908,10.7228706690448,10.8842848027086,10.909128901311,10.4215399931677,10.5032855582778,9.71028454236266,8.67906227086344,8.51654869154738,7.61593859858337,7.24426159799411,6.91323096411038,6.34868247293623,5.91647336752661,5.25097331477584
Electricity production from oil sources (% of total),Pakistan,36.4549682875264,38.2205775882873,35.2035825640399,39.6944359987838,39.4973280873804,35.9768051912191,32.1990911972947,15.7305455895088,15.784372116923,20.1518760213182,28.534919002576,32.215845537889,35.3901065316102,37.9363864215527,35.1606204441431,35.294983699653,35.9302990897269,38.3267996464122,36.8368415149363,37.2249934602791
Electricity production from oil sources (% of total),Panama,20.9989539748954,27.8202912861022,48.3894058697208,31.1353711790393,29.5682422754246,50.7806401249024,35.4052522199131,48.9956958393113,33.9871550078111,35.6958984039815,39.8230088495575,42.3017348203222,37.9299610894942,43.3116413593637,42.8958417987268,41.5366913832779,29.3037312565384,34.4496539406117,36.8041348121029,27.7583527583528
Electricity production from oil sources (% of total),Paraguay,0.03346122958865,0.0216262975778547,0.0216182221960183,0.0288628054646912,0,0,0,0,0,0,0,0,0,0,0.00184959124033589,0.0017353579175705,0.00498049306881381,0.00496845034033885,0.0108534423501321,0.0017939150401837
Electricity production from oil sources (% of total),Peru,20.5303381194998,23.7588454894969,21.0444145356662,18.4663865546218,12.3129456663654,8.7785157377996,8.53841604876495,9.19996510207643,13.7167594310451,6.7375191183968,6.07866072081293,2.99021081821523,5.98519888991674,5.3569801694555,5.84285316244079,5.99138260714377,2.35682654056894,1.74918402059486,1.22468617416787,1.40307972891754
Electricity production from oil sources (% of total),Philippines,49.7944291665532,48.0337713898033,43.7490980807158,28.4779880285769,20.2804151026717,20.971307120085,12.9840922689665,13.5436343029845,15.1973837053452,10.8561528806548,8.21548702956871,8.6359900018453,8.00381447197514,8.69010513396102,10.4824185881728,4.91210824563432,5.83371045377875,5.9668376159222,7.38784913670368,7.14207709948673
Electricity production from oil sources (% of total),Poland,1.25501083615451,1.3488487600667,1.35113055956127,1.35070463782402,1.33823180186347,1.66851051690428,1.66738012196577,1.63723509922738,1.91019337921993,1.77459947605224,1.80886268069966,1.75987805569378,1.76200633443216,1.8018673777966,1.84099459542043,1.50381932098236,1.26460166593491,1.08643962395288,1.00562747621571,1.28878368757644
Electricity production from oil sources (% of total),Portugal,17.549466833251,19.8523379819524,27.468064872645,25.6536328470895,19.4157520981278,20.2261306532663,24.9879518072289,13.4842329270652,12.7110892988601,19.0330821858491,10.8016304347826,10.384680996247,9.1214953271028,6.63877773735904,5.60242871244715,5.17267961763799,4.80516061084781,3.36011398266514,2.61167458958025,2.55845244827519
Electricity production from oil sources (% of total),Post-demographic dividend,6.38889531207959,6.25595145528668,6.29540109698416,5.89160295906219,5.37893279272194,5.33860481780879,5.1229593737909,5.35892382412223,4.83494444776014,4.62561138701099,3.68470461224237,3.56788679225019,3.07722570843001,2.7440482597011,2.4279260982052,2.5616888937692,2.7293679382236,2.39083710427279,2.15600024320939,2.02899515648894
Electricity production from oil sources (% of total),Pre-demographic dividend,33.2101536036578,30.8063805354661,29.4388936669059,29.1798715659818,29.8016852533565,28.9704215425173,27.9965842087679,26.9963722438546,29.0116679178823,12.8841545367102,10.3733473285241,11.2371287628845,11.5395025388106,10.2165554989978,15.2316496549711,16.7611019899664,18.2571582843636,18.8444306650606,17.612324745996,14.7089937823551
Electricity production from oil sources (% of total),Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electricity production from oil sources (% of total),Romania,10.9258353708231,12.0091691747743,7.73889636608345,7.60205087753895,6.54484538067547,10.0341588385995,6.53695076276605,6.58868335146899,3.89210428503159,3.18785450995573,2.5615260698279,1.77711478280609,1.0776525648131,1.78555965431842,1.1415562777347,1.24034258617074,1.2777758872971,0.956676233429001,0.745375908714457,0.719031582779649
Electricity production from oil sources (% of total),Saudi Arabia,23.5259212374152,24.9818682238298,25.8168081449622,29.8928706465572,27.683432257451,28.6355509339956,27.8461364790879,31.8941176470588,30.0566067240031,30.0810792396266,32.3550161491231,35.4318104285302,35.3129285014692,27.7572530195963,24.0707802405162,26.4530524598424,27.6902974087161,23.951031100251,23.9036452152941,20.4063416248936
Electricity production from oil sources (% of total),Senegal,82.3773898586866,89.2331525948877,90.6203840472674,94.7782546494993,89.8379052369077,91.4904862579281,79.0606653620352,72.5791433891992,75.3091872791519,79.2452830188679,84.9528495284953,88.328313253012,86.8799424874191,86.4240727781665,83.6475942782835,84.0050777530943,82.6666666666667,83.6001123279977,83.606998654105,83.6156763590392
Electricity production from oil sources (% of total),Serbia,1.18902352507165,1.51381657989587,0.825222175201016,1.11343909009279,0.922671353251318,0.913748932536294,0.707358813462636,0.757789967765651,0.3900652762299,1.87256675988375,0.890874701899619,1.3844049247606,0.466997909369824,0.273071926615234,0.296609037223098,0.186724174205765,0.185231262613696,0.0254926453718102,0.0298989415774682,0.0744779890942945
Electricity production from oil sources (% of total),Slovak Republic,4.78903119352558,2.85794116473077,4.78392662832271,1.2026329834549,0.65588674589259,2.16599698643898,2.1855209238793,2.28490285935584,2.41956664478004,2.3634855830569,2.31032606956577,2.54553276925283,2.36787204450626,2.41521663644431,2.18467812408972,2.07154977375566,1.78621858232138,1.50452409342779,1.11242080447915,1.4418744367678
Electricity production from oil sources (% of total),Slovenia,2.02956268668147,2.64875531268974,1.04895104895105,1.07072839692354,0.403699354081033,0.871007880547491,0.452116728318948,0.361794500723589,0.281579464344182,0.27783290335384,0.344029110155475,0.192780695340025,0.0975669248124886,0.170700481619216,0.0492156259612427,0.100534087338988,0.0578852585541549,0.0442785754949712,0.244712462856144,0.114733076871161
Electricity production from oil sources (% of total),Small states,16.8384665359034,16.9113284162653,16.8130396531397,16.9621377610896,16.2727590145135,16.0559265402886,16.2787649108465,16.1488697815626,16.1240088570147,15.6182902133793,15.1369184554026,12.9237025378393,10.6035143791989,10.5240397921239,9.51366651268813,9.31088113901359,8.61921919428013,8.17801522268787,7.74277491497075,7.16842801251495
Electricity production from oil sources (% of total),South Africa,0,0,0,0,0,0.00288221815509216,0.00366025511978185,0.0017297446896838,0,0.0322240813038359,0.0247158671880917,0.442610364683301,0.055964527099746,0.0198529262808176,0.0767588292135532,0.0758929947298672,0.0761043964019097,0.0758317798350659,0.0757603088134493,0.074168341871474
Electricity production from oil sources (% of total),South Asia,8.29092420968207,8.52265919864582,7.91964377064299,8.49515544012628,9.11305078570667,8.32598012122854,8.04044827211271,6.44694690641607,5.97040311963606,6.0352837033189,6.31995219434648,6.49190975415577,6.55223947990731,6.35328886606436,5.62950530616456,5.46128530787894,5.43983619624538,5.32172284740323,5.03620381330928,4.81237871623039
Electricity production from oil sources (% of total),South Asia (IDA & IBRD),8.29092420968207,8.52265919864582,7.91964377064299,8.49515544012628,9.11305078570667,8.32598012122854,8.04044827211271,6.44694690641607,5.97040311963606,6.0352837033189,6.31995219434648,6.49190975415577,6.55223947990731,6.35328886606436,5.62950530616456,5.46128530787894,5.43983619624538,5.32172284740323,5.03620381330928,4.81237871623039
Electricity production from oil sources (% of total),Sri Lanka,28.2119205298013,33.002915451895,31.1103290515573,32.519404915912,54.1976013706453,53.9890871552868,61.8174121631156,57.1021254536029,63.8615664845173,62.7734877734878,51,59.9333400666599,58.4607696151924,60.7049869817745,46.8845477270623,50.2487562189055,58.9614318124527,27.9048490393413,35.1015167322045,17.8197542102868
Electricity production from oil sources (% of total),Sub-Saharan Africa,2.68712724026359,1.90583397476826,1.85032783736988,2.18777552727743,2.36845247307262,2.20760805892217,1.97577289268468,2.05464920824477,2.37637060461098,2.54538943942489,2.75350593534721,3.20423972879959,3.30962176306318,3.46080905278179,2.63795033894079,2.84855144629063,3.3839707702829,3.65512798354676,3.81222335288759,3.99431057914542
Electricity production from oil sources (% of total),Sub-Saharan Africa (excluding high income),2.38371377066175,1.57948931939595,1.52467819230203,1.85270487825738,2.10417956799195,1.94676880598832,1.72709411984346,1.78379675329106,2.10063152029204,2.2783809772107,2.51484422086124,3.00303433205548,3.1283773239591,3.24898844159956,2.42460397727872,2.62517654837314,3.16601422202218,3.44156253418293,3.60479195287172,3.77889194321713
